"fish_id","datetime","sal_ppt","o2_mgl","temp_c","pres_hpa","smr_mgo2_kg_h"
"FV186","2025-12-18T04:40:22Z",35,7.06261331736805,16.8868333333333,1013.25,132.654640452139
"FV181","2025-12-18T05:27:11Z",35,7.11497726793196,16.9246666666667,1013.25,193.158434181945
"FV184","2025-12-18T08:16:36Z",35,7.10733775723359,16.9351666666667,1013.25,138.68771575536
"FV188","2025-12-18T20:45:37Z",35,6.28156924138834,20.0901666666667,1013.25,191.143048053274
"FV187","2025-12-19T04:12:51Z",35,5.92068649683677,20.0901666666667,1013.25,190.096284085763
"FV198","2025-12-23T05:17:37Z",35,8.77865065287422,7.574,1013.25,51.8036406291132
"FV193","2025-12-23T06:29:25Z",35,8.79106885999564,7.64766666666667,1013.25,45.0841926316837
"FV195","2025-12-23T06:56:29Z",35,8.62168043641054,7.64933333333333,1013.25,62.4282856899012
"FV194","2025-12-23T08:15:37Z",35,8.86040486471558,7.6595,1013.25,50.5240456845244
"FV196","2025-12-23T08:17:10Z",35,8.60264802926614,7.65233333333333,1013.25,52.875408632109
"FV197","2025-12-23T08:23:55Z",35,8.55639126876314,7.58516666666667,1013.25,67.4990280817734
"FV204","2025-12-29T23:37:28Z",35,7.68558175423291,13.994,1013.25,103.121010987871
"FV201","2025-12-30T03:35:54Z",35,7.7068618848227,14.0551666666667,1013.25,91.1651024232632
"FV199","2025-12-30T05:21:54Z",35,7.56991143200479,14.0381666666667,1013.25,102.441104465244
"FV202","2025-12-30T06:28:16Z",35,7.51782785521591,14.0405,1013.25,103.287707111193
"FV203","2025-12-30T07:36:17Z",35,7.77354815150076,14.0028333333333,1013.25,98.2277082682131
"FV206","2025-12-30T23:22:09Z",35,8.08803610529996,11.0985,1013.25,99.9436783458981
"FV208","2025-12-31T00:03:37Z",35,8.06604769358169,11.1243333333333,1013.25,79.7631737627511
"FV209","2025-12-31T03:02:50Z",35,8.11707511591563,11.0656666666667,1013.25,93.0299905589498
"FV205","2025-12-31T03:13:54Z",35,8.12945446408717,11.1191666666667,1013.25,83.3118793728955
"FV207","2025-12-31T08:25:10Z",35,7.98144547138973,11.1153333333333,1013.25,81.6896467170969
"FV212","2026-01-06T23:20:19Z",35,6.96540105179757,15.9123333333333,1013.25,127.315290976936
"FV214","2026-01-07T01:40:17Z",35,7.23903242768585,15.8606666666667,1013.25,101.640092958649
"FV210","2026-01-07T03:13:25Z",35,7.12213339779198,15.9186666666667,1013.25,110.591320749975
"FV213","2026-01-07T03:53:17Z",35,7.09285578989119,15.9055,1013.25,115.940886680979
"FV215","2026-01-07T07:00:47Z",35,6.71144374439062,15.8735,1013.25,124.97223269476
"FV218","2026-01-15T23:12:45Z",35,6.02833611959493,19.362,1013.25,181.200788010787
"FV221","2026-01-16T02:08:23Z",35,6.25668081479485,19.3693333333333,1013.25,200.858985844841
"FV217","2026-01-16T04:30:54Z",35,5.81326435646327,19.4506666666667,1013.25,214.200874494
"FV224","2026-01-21T03:42:15Z",35,7.37796126164978,13.0393333333333,1013.25,127.380245413158
"FV223","2026-01-21T03:48:36Z",35,7.69603445978997,13.047,1013.25,99.5479762673957
"FV225","2026-01-21T05:32:09Z",35,7.63092847721429,13.0493333333333,1013.25,97.2261897410508
"FV222","2026-01-21T06:04:26Z",35,7.64435945025818,13.0408333333333,1013.25,119.611723918085
"FV226","2026-01-21T08:09:24Z",35,7.26459761342045,12.9926666666667,1013.25,101.383676523363
"FV229","2026-01-28T04:53:28Z",35,8.11193315113294,9.9915,1013.25,82.0293306824111
"FV230","2026-01-28T05:52:30Z",35,8.19407124615383,9.99533333333333,1013.25,70.3432660220152
"FV228","2026-01-28T06:05:26Z",35,8.20039104548427,9.99733333333333,1013.25,76.416471018361
"FV227","2026-01-28T08:38:11Z",35,8.37459839503855,10.0043333333333,1013.25,107.243900002851
"FV231","2026-01-28T08:38:35Z",35,8.2799100000972,9.95866666666667,1013.25,85.4607562286588
"FV232","2026-01-28T08:46:22Z",35,8.22749978728419,9.95233333333333,1013.25,71.3792421954874
"FV234","2026-01-30T04:17:30Z",35,6.24113734261961,18.1783333333333,1013.25,170.506517890877
"FV235","2026-01-30T04:44:23Z",35,5.9903808398463,18.18,1013.25,164.886710565167
"FV236","2026-01-30T06:20:18Z",35,6.30002616229652,18.1636666666667,1013.25,174.411258460016
"FV237","2026-01-30T07:29:31Z",35,6.37635821151968,18.112,1013.25,178.698995906172
"FV238","2026-01-30T07:31:09Z",35,6.40112544451262,18.1163333333333,1013.25,215.036301466029
"FV242","2026-01-31T01:27:44Z",35,6.3116246422233,19.9881666666667,1013.25,226.556313016404
"FV244","2026-01-31T04:58:39Z",35,6.30774290412962,19.9635,1013.25,219.974248010842
"FV249","2026-02-04T01:40:07Z",35,6.668551067602,15.034,1013.25,96.9446232596906
"FV249","2026-02-04T03:04:20Z",35,6.60079774356873,14.9746666666667,1013.25,96.915654443146
"FV248","2026-02-04T04:51:39Z",35,6.72787569437657,15.0363333333333,1013.25,111.173581487596
"FV250","2026-02-04T05:33:55Z",35,6.72435947472913,14.9695,1013.25,119.849951360229
"FV247","2026-02-04T05:49:26Z",35,6.60197965823901,15.0135,1013.25,107.829908898919
"FV246","2026-02-04T07:15:21Z",35,6.72300512195427,15.014,1013.25,99.2190171185607
"FV245","2026-02-04T08:35:51Z",35,6.83396816972706,15.028,1013.25,106.840932156544
